"string_id","section_id","section","element","status","en","es","translator_notes"
"csc-386","product","10 · From support to product","p","DRAFT","El Estudio","El Estudio",""
"csc-387","product","10 · From support to product","p","DRAFT","A calmer, more continuous support environment.","Un entorno de apoyo más calmado y continuo.",""
"csc-388","product","10 · From support to product","p","DRAFT","Access architecture","Arquitectura de acceso",""
"csc-389","product","10 · From support to product","p","DRAFT","Access Pass · targeted / one-time · Membership · continuous support","Access Pass · dirigido [line break] de un solo uso · Membresía · apoyo continuo",""
"csc-390","product","10 · From support to product","div [aria-label]","DRAFT","Experience principle","Principio de experiencia",""
"csc-391","product","10 · From support to product","span","DRAFT","Understand what is happening","Entender qué está pasando",""
"csc-392","product","10 · From support to product","span","DRAFT","Decide what matters now","Decidir qué importa ahora",""
"csc-393","product","10 · From support to product","span","DRAFT","Take one useful next step","Dar un próximo paso útil",""
"csc-394","product","10 · From support to product","p","DRAFT","Architecture → Infrastructure","Arquitectura → Infraestructura",""
"csc-395","product","10 · From support to product","img [alt]","DRAFT","Product architecture diagram showing public resources, El Estudio, and access layers as a designed support system","Diagrama de arquitectura de producto mostrando recursos públicos, El Estudio y capas de acceso como un sistema de apoyo diseñado",""
"csc-396","product","10 · From support to product","span","DRAFT","ARCHITECTED","DISEÑADO",""
"csc-397","product","10 · From support to product","p","DRAFT","Product architecture · Access layers made legible","Arquitectura de producto · Capas de acceso claramente definidas",""
"csc-398","product","10 · From support to product","img [alt]","DRAFT","Protected access and account infrastructure · identity, client, and workspace layers for continuing the work","Acceso protegido e infraestructura de cuenta · capas de identidad, cliente y espacio de trabajo para continuar el trabajo",""
"csc-399","product","10 · From support to product","span","DRAFT","IMPLEMENTING","EN IMPLEMENTACIÓN",""
"csc-400","product","10 · From support to product","p","DRAFT","Access infrastructure · Authentication and protected continuity","Infraestructura de acceso · Autenticación y continuidad protegida",""
"csc-401","product","10 · From support to product","p","DRAFT","Member environment · In implementation","Entorno de miembros · En implementación",""
"csc-402","product","10 · From support to product","p","DRAFT","El Estudio taking form","El Estudio tomando forma",""
"csc-403","product","10 · From support to product","img [alt]","DRAFT","El Estudio member environment in implementation · Access, El Estudio, and architecture as one composition taking form","Entorno de miembros de El Estudio en implementación · Acceso, El Estudio y arquitectura como una sola composición tomando forma",""
"csc-404","product","10 · From support to product","span","DRAFT","IMPLEMENTING","EN IMPLEMENTACIÓN",""
"csc-405","product","10 · From support to product","p","DRAFT","El Estudio · Access → Member environment → Learning experience","El Estudio · Acceso → Entorno de miembros → Experiencia de aprendizaje",""
"csc-406","product","10 · From support to product","p","DRAFT","Current state","Estado actual",""
"csc-407","product","10 · From support to product","span","DRAFT","SHIPPED","PUBLICADO",""
"csc-408","product","10 · From support to product","h3","DRAFT","Shipped","PUBLICADO",""
"csc-409","product","10 · From support to product","li","DRAFT","Public bilingual platform","Plataforma pública bilingüe",""
"csc-410","product","10 · From support to product","li","DRAFT","Four public protocols: Pantallas, Desbordes, Sueño, and Hermanos","Cuatro protocolos públicos: Pantallas, Desbordes, Sueño y Hermanos",""
"csc-411","product","10 · From support to product","li","DRAFT","Editorial surface","Espacio editorial",""
"csc-412","product","10 · From support to product","li","DRAFT","Visual and illustration systems","Sistemas visuales y de ilustración",""
"csc-413","product","10 · From support to product","li","DRAFT","Analytics instrumentation for the protocol experience","Instrumentación analítica para la experiencia de protocolo",""
"csc-414","product","10 · From support to product","span","DRAFT","ARCHITECTED","DISEÑADO",""
"csc-415","product","10 · From support to product","h3","DRAFT","Architected","DISEÑADO",""
"csc-416","product","10 · From support to product","li","DRAFT","El Estudio product model","Modelo de producto de El Estudio",""
"csc-417","product","10 · From support to product","li","DRAFT","Access and permissions","Acceso y permisos",""
"csc-418","product","10 · From support to product","li","DRAFT","Membership and monetization model","Modelo de membresía y monetización",""
"csc-419","product","10 · From support to product","li","DRAFT","Measurement model","Modelo de medición",""
"csc-420","product","10 · From support to product","span","DRAFT","IMPLEMENTING","EN IMPLEMENTACIÓN",""
"csc-421","product","10 · From support to product","h3","DRAFT","Implementing","EN IMPLEMENTACIÓN",""
"csc-422","product","10 · From support to product","li","DRAFT","Authentication and payments","Autenticación y pagos",""
"csc-423","product","10 · From support to product","li","DRAFT","Protected experience","Experiencia protegida",""
"csc-424","product","10 · From support to product","li","DRAFT","Member infrastructure","Infraestructura de miembros",""
"csc-425","product","10 · From support to product","span","DRAFT","STILL TO VALIDATE","AÚN POR VALIDAR",""
"csc-426","product","10 · From support to product","h3","DRAFT","Still to validate","AÚN POR VALIDAR",""
"csc-427","product","10 · From support to product","li","DRAFT","Conversion and activation","Conversión y activación",""
"csc-428","product","10 · From support to product","li","DRAFT","Adoption and retention","Adopción y retención",""
"csc-429","product","10 · From support to product","li","DRAFT","Pricing","Precio",""
"csc-430","product","10 · From support to product","li","DRAFT","Commercial performance","Desempeño comercial",""
"csc-431","product","10 · From support to product","h3","DRAFT","The architecture is defined. [line break] The infrastructure is catching up","La arquitectura está definida. [line break] La infraestructura la está alcanzando",""
"csc-432","product","10 · From support to product","p","DRAFT","What remains is implementation, adoption, and proof.","Lo que queda es implementación, adopción y evidencia.",""
"csc-433","product","10 · From support to product","p","DRAFT","Shipped → Architected → Implementing → Validating","Publicado → Diseñado → En implementación → Validando",""
"csc-434","changed","10 · WHAT CHANGED","span","DRAFT","What actually changed","Lo que realmente cambió",""
"csc-435","changed","10 · WHAT CHANGED","h2","DRAFT","What exists now that did not exist before","Lo que existe ahora y antes no existía",""
"csc-436","changed","10 · WHAT CHANGED","p","DRAFT","This is a living practice, not a finished portfolio artifact. Some capabilities are operating now. Others are architected, implementing, or still waiting to be validated.","Esta es una práctica viva, no un artefacto de portafolio terminado. Algunas capacidades ya están operando. Otras están diseñadas, en implementación, o aún esperando validarse.",""
"csc-437","changed","10 · WHAT CHANGED","p","DRAFT","The behavioral evidence, summarized","La evidencia de comportamiento, resumida",""
"csc-438","changed","10 · WHAT CHANGED","p","DRAFT","Pantallas visitors","Visitantes de Pantallas",""
"csc-439","changed","10 · WHAT CHANGED","p","DRAFT","Strongest protocol entry point · 72% average scroll","Punto de entrada más fuerte a los protocolos · 72% de scroll promedio",""
"csc-440","changed","10 · WHAT CHANGED","p","DRAFT","108 sec","108 seg",""
"csc-441","changed","10 · WHAT CHANGED","p","DRAFT","Desbordes attention","Atención en Desbordes",""
"csc-442","changed","10 · WHAT CHANGED","p","DRAFT","41 visitors · 79% average scroll","41 visitantes · 79% de scroll promedio",""
"csc-443","changed","10 · WHAT CHANGED","p","DRAFT","Portal entries","Entradas al portal",""
"csc-444","changed","10 · WHAT CHANGED","p","DRAFT","Unique visitors · approximately 30% of the reporting audience","Visitantes únicos · aproximadamente 30% de la audiencia del reporte",""
"csc-445","changed","10 · WHAT CHANGED","p","DRAFT","Language changes","Cambios de idioma",""
"csc-446","changed","10 · WHAT CHANGED","p","DRAFT","Unique visitors actively using the bilingual experience","Visitantes únicos que usan activamente la experiencia bilingüe",""
"csc-447","changed","10 · WHAT CHANGED","p","DRAFT","Plausible Analytics · May 22–August 20, 2026 · 223 total visitors","Plausible Analytics · 22 de mayo–20 de agosto, 2026 · 223 visitantes totales",""
"csc-448","changed","10 · WHAT CHANGED","div [aria-label]","DRAFT","What the experience validated and what remains unproven","Lo que la experiencia validó y lo que aún no está probado",""
"csc-449","changed","10 · WHAT CHANGED","p","DRAFT","What the experience validated","Lo que la experiencia validó",""
"csc-450","changed","10 · WHAT CHANGED","h3","DRAFT","The support content earned attention","El contenido de apoyo ganó atención",""
"csc-451","changed","10 · WHAT CHANGED","p","DRAFT","Protocol visitors showed strong scroll depth, sustained attention on Desbordes, movement into the portal, and active use of the bilingual experience.","Los visitantes de los protocolos mostraron una fuerte profundidad de scroll, atención sostenida en Desbordes, movimiento hacia el portal y uso activo de la experiencia bilingüe.",""
"csc-452","changed","10 · WHAT CHANGED","p","DRAFT","What remains unproven","Lo que aún no está probado",""
"csc-453","changed","10 · WHAT CHANGED","h3","DRAFT","Distribution has not caught up","La distribución todavía no alcanza ese nivel",""
"csc-454","changed","10 · WHAT CHANGED","p","DRAFT","Of 223 visitors, 208 arrived through Direct/None. Instagram contributed 9 visitors, while Google and Bing contributed 2 combined. Early traffic remained concentrated within an existing network.","De 223 visitantes, 208 llegaron por Directo/Ninguno. Instagram aportó 9 visitantes, mientras que Google y Bing aportaron 2 en conjunto. El tráfico temprano se mantuvo concentrado dentro de una red existente.",""
"csc-455","changed","10 · WHAT CHANGED","p","DRAFT","The early evidence validated the support experience, not yet its distribution.","La evidencia temprana validó la experiencia de apoyo, no todavía su distribución.",""
"csc-456","changed","10 · WHAT CHANGED","p","DRAFT","What the engagement changed structurally","Lo que el trabajo cambió estructuralmente",""
"csc-457","changed","10 · WHAT CHANGED","h3","DRAFT","From presence-dependent expertise to governed support pathways","De un conocimiento ligado a la presencia a rutas de apoyo con reglas claras",""
"csc-458","changed","10 · WHAT CHANGED","p","DRAFT","The work did not remove Nari from the center of the practice. It changed how her expertise could be organized, delivered, and developed beyond a single interaction.","El trabajo no desplazó a Nari del centro de la práctica. Cambió la manera en que su conocimiento podía organizarse, entregarse y desarrollarse más allá de una sola interacción.",""
"csc-459","changed","10 · WHAT CHANGED","p","DRAFT","Before the engagement","Antes del trabajo",""
"csc-460","changed","10 · WHAT CHANGED","p","DRAFT","What the engagement established","Lo que el trabajo estableció",""
"csc-461","changed","10 · WHAT CHANGED","p","DRAFT","Expertise concentrated in Nari’s direct presence","El conocimiento dependía de la presencia directa de Nari",""
"csc-462","changed","10 · WHAT CHANGED","p","DRAFT","Expertise translated into governed support pathways","Ese conocimiento se tradujo en rutas de apoyo con reglas claras",""
"csc-463","changed","10 · WHAT CHANGED","p","DRAFT","Support dispersed across social posts and messages","El apoyo estaba disperso entre publicaciones y mensajes",""
"csc-464","changed","10 · WHAT CHANGED","p","DRAFT","Support organized within owned, connected experiences","El apoyo se organizó dentro de experiencias propias y conectadas",""
"csc-465","changed","10 · WHAT CHANGED","p","DRAFT","Publishing as the primary delivery model","Publicar era el principal modelo de entrega",""
"csc-466","changed","10 · WHAT CHANGED","p","DRAFT","Publishing connected to observation and learning","La publicación se conectó con observación y aprendizaje",""
"csc-467","changed","10 · WHAT CHANGED","p","DRAFT","Decisions held through individual memory and effort","Las decisiones dependían de la memoria y el esfuerzo individual",""
"csc-468","changed","10 · WHAT CHANGED","p","DRAFT","Decisions documented through rules, roles, and operating rhythms","Las decisiones se documentaron mediante reglas, roles y ritmos operativos",""
"csc-469","changed","10 · WHAT CHANGED","p","DRAFT","Audience attention without a defined progression","La atención de la audiencia no tenía una progresión definida",""
"csc-470","changed","10 · WHAT CHANGED","p","DRAFT","An emerging pathway from urgent need to deeper support","Se estableció una ruta emergente desde la necesidad urgente hacia un apoyo más profundo",""
"csc-471","changed","10 · WHAT CHANGED","p","DRAFT","Useful resources produced individually","Los recursos útiles se producían de forma individual",""
"csc-472","changed","10 · WHAT CHANGED","p","DRAFT","A repeatable architecture for producing and evolving support","Se creó una estructura repetible para producir y evolucionar el apoyo",""
"csc-473","changed","10 · WHAT CHANGED","p","DRAFT","The result was an operating foundation through which the practice could deliver support, observe behavior, govern decisions, and develop future products without rebuilding each time.","El resultado fue una base operativa desde la cual la práctica podía ofrecer apoyo, observar comportamientos, gobernar decisiones y desarrollar futuros productos sin reconstruir cada vez.",""
"csc-474","changed","10 · WHAT CHANGED","p","DRAFT","Nari brought the parenting expertise, lived experience, teaching, audience, and trusted voice. Access still depended on her presence, post by post and message by message. I translated that value into brand, experience, product, governance, measurement, and operating architecture so it could travel farther.","Nari aportó el conocimiento sobre crianza, la experiencia vivida, la enseñanza, la audiencia y una voz de confianza. El acceso todavía dependía de su presencia, publicación por publicación y mensaje por mensaje. Yo traduje ese valor en arquitectura de marca, experiencia, producto, reglas del sistema, medición y operación para que pudiera llegar más lejos.",""
"csc-475","changed","10 · WHAT CHANGED","p","DRAFT","The system did not replace her judgment. It changed how far that judgment could reach, how consistently it arrived, and how deliberately the practice could learn from what happened next.","El sistema no reemplazó su criterio. Cambió hasta dónde podía llegar ese criterio, con cuánta consistencia llegaba y con cuánta intención podía la práctica aprender de lo que sucediera después.",""
"csc-476","changed","10 · WHAT CHANGED","h3","DRAFT","WHAT CHANGED","LO QUE CAMBIÓ",""
"csc-477","changed","10 · WHAT CHANGED","p","DRAFT","The practice can publish, learn, and make decisions through a defined system.","La práctica puede publicar, aprender y tomar decisiones a través de un sistema definido.",""
"csc-478","changed","10 · WHAT CHANGED","h3","DRAFT","WHAT BECAME POSSIBLE","LO QUE SE VOLVIÓ POSIBLE",""
"csc-479","changed","10 · WHAT CHANGED","p","DRAFT","Owned bilingual support and an emerging path from immediate relief toward continued care.","Apoyo bilingüe propio y una ruta emergente del alivio inmediato hacia un acompañamiento continuo.",""
"csc-480","changed","10 · WHAT CHANGED","h3","DRAFT","WHAT REMAINS UNPROVEN","LO QUE FALTA PROBAR",""
"csc-481","changed","10 · WHAT CHANGED","p","DRAFT","Distribution, adoption, retention, pricing, and commercial performance.","Distribución, adopción, retención, precios y desempeño comercial.",""
"csc-482","changed","10 · WHAT CHANGED","p","DRAFT","This is the work I do at LG Studio: read a complicated situation, find the system it is missing, and build the thing that makes the expertise usable.","Este es el trabajo que hago en LG Studio: leer una situación compleja, encontrar el sistema que le falta y construir aquello que hace utilizable el conocimiento.",""
"csc-483","changed","10 · WHAT CHANGED","p","DRAFT","Nari’s trust now has infrastructure.","La confianza de Nari ahora tiene infraestructura.",""
"csc-484","changed","10 · WHAT CHANGED","p","DRAFT","Living case study · April 2026 – August 2026 · Linked from Studio","Estudio de caso vivo · Abril 2026 – Agosto 2026 · Enlazado desde Studio",""
